cluster_id	concepts	embeddings
84872	198432,37537,12177,43800,43431	0.07354221493005753,-0.0038000454660505056,0.04902547597885132,-0.016689231619238853,-0.09800629317760468,0.13359282910823822,-0.05152997002005577,0.004954284988343716,-0.03747483715415001,-0.01782948337495327,-0.01273422408849001,0.007557342294603586,-0.017535896971821785,-0.04368014261126518,0.003479153150692582,-0.01748505048453808,0.030721383169293404,0.10650668293237686,0.08731366693973541,0.025681504979729652,-0.013570593670010567,-0.009470843710005283,-0.021982429549098015,0.026625273749232292,-0.01711054891347885,0.024766936898231506,0.011166349984705448,0.020362162962555885,0.04083368927240372,-0.002662321086972952,-0.06804071366786957,-0.011000893078744411,0.040668997913599014,-0.013101964257657528,-0.07691527903079987,0.053917355835437775,-0.00607581902295351,-0.025331979617476463,0.022054964676499367,0.011764712631702423,-0.03695283457636833,0.08477091789245605,0.019489556550979614,-0.013391233049333096,0.05532652139663696,-0.028144454583525658,-0.047861985862255096,-0.053795862942934036,-0.029069429263472557,0.032516203820705414,-0.050385039299726486,0.004845545161515474,0.008443986997008324,0.0014573780354112387,-0.029794147238135338,-0.037221409380435944,-0.010081183165311813,0.013578483834862709,0.08048611134290695,0.015755651518702507,-0.04019452631473541,0.02376490831375122,-0.03389120101928711,-0.003076263004913926,-0.06618422269821167,0.011593617498874664,-0.004342162515968084,0.11532211303710938,-0.000029910717785242014,0.054631367325782776,0.00413191644474864,-0.04436479136347771,0.08417115360498428,0.0480613186955452,-0.090163454413414,-0.07356737554073334,-0.09101959317922592,-0.09573573619127274,-0.15162451565265656,-0.06555337458848953,0.06895050406455994,0.004926369059830904,-0.05716891214251518,-0.09709788113832474,-0.01711658388376236,-0.017797762528061867,-0.05460164323449135,-0.0030874761287122965,0.01581391878426075,-0.003240927355363965,0.0073496196419000626,0.005572442896664143,-0.10055776685476303,0.006335005629807711,0.06286215037107468,0.059960827231407166,-0.01625087298452854,0.02145400457084179,0.0560745932161808,0.05226030945777893,0.043738652020692825,0.08333402872085571,0.025537073612213135,0.036527570337057114,-0.07196081429719925,0.031905945390462875,0.003195918397977948,0.07684113830327988,-0.017637381330132484,-0.07581508159637451,0.010139215737581253,0.010305425152182579,-0.0477280467748642,-0.031202755868434906,0.004472995642572641,0.0019195781787857413,0.013503690250217915,0.020342612639069557,0.027489423751831055,0.054713621735572815,0.04153761267662048,-0.046591684222221375,0.004507927224040031,-0.04048725217580795,-0.043398790061473846,-0.041315145790576935,0.006586791481822729,9.819333184185625e-34,0.008710915222764015,-0.13804057240486145,-0.04558096081018448,0.10080619156360626,0.022717099636793137,-0.021323028951883316,-0.062184128910303116,-0.05019297078251839,0.01998095028102398,-0.053829681128263474,0.10435248911380768,-0.08525896072387695,-0.0427541583776474,-0.025369159877300262,0.04587937146425247,0.014784528873860836,-0.03861992433667183,0.02017926424741745,0.05564453825354576,-0.02081664837896824,-0.0484042689204216,0.08638329058885574,0.04038971662521362,-0.005127295386046171,0.005875800736248493,0.01630261540412903,0.05649074912071228,-0.08755850791931152,-0.04114549979567528,0.014252847991883755,0.03717483952641487,-0.024015197530388832,-0.043867748230695724,-0.002607389586046338,0.11012455821037292,0.09571760892868042,0.00584259582683444,-0.05172600597143173,0.06883984804153442,0.033040858805179596,-0.014519495889544487,0.008079948835074902,-0.029607238247990608,0.026069290935993195,-0.008253660053014755,0.03903805464506149,0.029375474900007248,0.0764879584312439,0.12289001047611237,0.0613405704498291,0.0015511024976149201,-0.012204060330986977,-0.0871325433254242,-0.04712889343500137,0.07075728476047516,-0.00831509567797184,-0.09035646915435791,0.09761044383049011,-0.03908466175198555,-0.0036127648781985044,0.025900840759277344,0.02219800092279911,0.0032092093024402857,-0.016926586627960205,-0.036686863750219345,0.00660881819203496,-0.03674929589033127,-0.08772376924753189,0.10015274584293365,-0.057831861078739166,-0.08054858446121216,-0.06224501132965088,-0.023830821737647057,-0.02924283966422081,0.046097222715616226,-0.0011587912449613214,-0.04809999093413353,-0.0562860444188118,0.011878044344484806,0.03466477990150452,-0.07113130390644073,-0.005966475699096918,-0.004915281664580107,0.05427420511841774,0.06958866119384766,0.045421212911605835,0.08317586779594421,0.03890872374176979,0.014251070097088814,0.08955547213554382,-0.07620660960674286,0.02831709384918213,0.008663355372846127,-0.040638070553541183,-0.0424487330019474,-1.4103908155532128e-33,-0.03723421320319176,0.003587534185498953,0.037428129464387894,0.07345331460237503,0.02137930691242218,0.0028248599264770746,-0.09659843146800995,-0.02338971570134163,0.010943681001663208,0.011072425171732903,-0.020534025505185127,-0.03757409378886223,0.014650934375822544,-0.044648103415966034,-0.14319971203804016,-0.03982925042510033,0.00008578194683650509,0.054306935518980026,-0.06356505304574966,0.03083404339849949,-0.032403428107500076,0.02538032829761505,0.04652107134461403,-0.05133504420518875,-0.07405591756105423,0.0743207186460495,-0.04814477264881134,0.047930244356393814,-0.03555678203701973,0.004327444825321436,0.10526850819587708,0.058424632996320724,-0.011524912901222706,-0.1009964644908905,-0.054754313081502914,0.03523213416337967,0.029938114807009697,0.05323734134435654,0.00567562784999609,0.008615536615252495,-0.02331002987921238,-0.003960854839533567,0.03320116177201271,0.011724121868610382,-0.049545783549547195,0.04454018548130989,-0.04856317862868309,0.021212227642536163,0.013110261410474777,-0.008270311169326305,-0.009904718026518822,-0.07305887341499329,-0.005163145717233419,-0.0627283826470375,0.032485052943229675,-0.06615552306175232,0.012399721890687943,-0.14145122468471527,-0.021328222006559372,0.06502153724431992,0.03791327029466629,0.0679536685347557,-0.053273241966962814,-0.00446032639592886,0.07041200995445251,0.08241144567728043,-0.002964850515127182,0.05200750008225441,-0.017584269866347313,0.05722090229392052,-0.02764924429357052,0.021316297352313995,-0.05793880671262741,0.02246093563735485,-0.13409098982810974,0.054993607103824615,-0.015776390209794044,-0.022691158577799797,0.028747813776135445,-0.00837343093007803,-0.007290402427315712,-0.010321014560759068,-0.11119531095027924,-0.05155177414417267,-0.10318345576524734,0.11917456239461899,0.0011540360283106565,-0.011850817129015923,-0.040040165185928345,0.014783644117414951,0.07343249768018723,-0.019365418702363968,0.00932091474533081,-0.09269347041845322,0.0661143809556961,-1.9826028818670238e-8,-0.0958634614944458,0.020809195935726166,-0.014044892974197865,0.04074769839644432,-0.04634765908122063,0.03775036707520485,0.03801080957055092,-0.024116024374961853,0.0036442456766963005,0.025747954845428467,0.020169435068964958,-0.03069181926548481,0.058329369872808456,-0.01054137758910656,0.054553549736738205,-0.08118294924497604,0.021804682910442352,0.05764510855078697,-0.05718672648072243,0.01309940591454506,0.08877260237932205,0.0386543944478035,0.038469601422548294,-0.07308703660964966,-0.08041008561849594,0.042103562504053116,0.05523316189646721,0.06025788187980652,0.0314347930252552,-0.013086145743727684,-0.007890790700912476,0.05373134836554527,-0.011131531558930874,-0.09636194258928299,-0.0016481559723615646,-0.044574663043022156,-0.014291856437921524,-0.05928844213485718,-0.03710079565644264,-0.042784787714481354,0.05711355805397034,0.05225321277976036,0.02426239103078842,0.05531400814652443,0.035444214940071106,-0.016684792935848236,0.04406384006142616,0.11505118757486343,-0.008085926994681358,0.057735275477170944,-0.0008226693025790155,-0.038967911154031754,-0.0037618821952492,0.03048987314105034,-0.009909065440297127,0.023799609392881393,0.04037006199359894,0.09067826718091965,-0.0785956159234047,-0.038919564336538315,0.015918100252747536,-0.02472202107310295,0.017129207029938698,0.0020579888951033354
72062	40293,71377,120209,90737,67314	-0.05533706769347191,0.024021081626415253,-0.014108886010944843,-0.02828339859843254,0.0035456863697618246,0.031760722398757935,0.0307703148573637,-0.059073109179735184,-0.08650587499141693,-0.010335130617022514,-0.006867947522550821,-0.0217027235776186,0.026045842096209526,0.05558539554476738,0.022033099085092545,0.026260195299983025,-0.0125969173386693,0.039039887487888336,0.1006092056632042,0.05212968587875366,-0.06254196166992188,0.019869985058903694,-0.04546342417597771,-0.05727872624993324,0.015166550874710083,-0.026261115446686745,0.0012460220605134964,0.0002867705188691616,0.02038140781223774,-0.05296895653009415,-0.017077047377824783,0.02905915677547455,0.016570033505558968,0.03464389592409134,0.053678371012210846,0.02824738249182701,0.02607021853327751,0.09704587608575821,-0.018556440249085426,0.006132591050118208,-0.12798650562763214,0.01794125698506832,-0.056870173662900925,0.056052595376968384,0.054627686738967896,-0.007980172522366047,0.004523389041423798,0.04450460895895958,0.06829718500375748,-0.013871426694095135,-0.002604478970170021,-0.040116261690855026,0.0051361070945858955,-0.10566084831953049,0.11466792225837708,-0.05719124153256416,-0.017096223309636116,-0.026509767398238182,0.014527201652526855,0.0037993111182004213,-0.05204101279377937,0.021260395646095276,-0.05548429861664772,0.037177640944719315,-0.005260286387056112,-0.015853695571422577,-0.008206995204091072,0.010313009843230247,0.03605256229639053,-0.06823849678039551,0.04870837181806564,-0.08713695406913757,-0.06121687963604927,-0.09740480035543442,-0.03243548423051834,-0.0018207789398729801,-0.09492747485637665,-0.0335390605032444,-0.07435030490159988,0.013827480375766754,0.038762520998716354,0.013397304341197014,0.0012565389042720199,0.002946241060271859,0.018765276297926903,-0.06900250166654587,-0.038993220776319504,-0.046197760850191116,-0.09231112897396088,-0.05298055708408356,0.07620067894458771,0.03356636315584183,-0.06517449021339417,0.05379074811935425,0.09479157626628876,-0.015127166174352169,0.0069758049212396145,0.062461819499731064,-0.050726886838674545,0.08425898104906082,-0.0008000140078365803,0.036284755915403366,0.05008835345506668,0.08713262528181076,0.008702903054654598,-0.09485077112913132,-0.012964489869773388,0.029788624495267868,-0.03828644007444382,-0.04991700500249863,0.044149938970804214,-0.03132502734661102,-0.10997483134269714,0.020383141934871674,0.09559929370880127,-0.08085386455059052,-0.03687330335378647,0.020427681505680084,0.058743253350257874,-0.04202765226364136,-0.021939925849437714,0.12144182622432709,-0.03943392261862755,-0.023638376966118813,-0.09819674491882324,0.05214940384030342,0.006715444382280111,1.3137779450495867e-33,0.03878610208630562,0.06687658280134201,0.012565328739583492,0.08171768486499786,0.00019887080998159945,-0.04108196869492531,0.019489962607622147,0.02799992635846138,-0.0020855858456343412,-0.032161641865968704,0.14194653928279877,-0.06450071930885315,-0.02106093429028988,0.03181826323270798,-0.09277519583702087,0.02076222002506256,-0.011868820525705814,-0.020969044417142868,0.08032766729593277,0.023223794996738434,-0.0631852000951767,0.012299330905079842,0.0023403672967106104,0.03133118525147438,-0.04838262125849724,-0.02577190101146698,-0.0013104379177093506,-0.003804772859439254,0.05976597219705582,0.03323175758123398,-0.00042189264786429703,0.05566772073507309,0.015652334317564964,-0.03120158053934574,-0.010477198287844658,-0.05397181957960129,-0.017420457676053047,-0.12058089673519135,0.00427980674430728,0.0314939022064209,-0.03936989605426788,0.05394203960895538,-0.013835356570780277,-0.036347273737192154,-0.0637982040643692,0.03805560618638992,-0.011616065166890621,0.08545724302530289,0.0006995564908720553,0.06193654239177704,0.007548443041741848,0.04768916219472885,-0.09210670739412308,0.024912327527999878,-0.04381582513451576,-0.03944609686732292,-0.016244523227214813,0.028866533190011978,0.03489910066127777,-0.07548452913761139,0.04715771973133087,0.08137363195419312,-0.004045569803565741,-0.02251117303967476,0.04567983001470566,0.04403185844421387,-0.05418143421411514,-0.0515325702726841,-0.02494841255247593,0.07925380021333694,-0.027510566636919975,0.09326530247926712,0.01666385680437088,-0.13618265092372894,0.013843211345374584,0.08402661979198456,0.03967864811420441,0.06963680684566498,-0.09225144237279892,0.05423477664589882,-0.13863220810890198,0.06815248727798462,-0.015277124010026455,0.009826501831412315,-0.05762394890189171,-0.028561698272824287,0.1260232776403427,0.051150597631931305,-0.01337972842156887,0.07219778001308441,-0.021915873512625694,0.03026724047958851,-0.04464627802371979,-0.03269631415605545,-0.05535797402262688,-1.92631491878713e-33,0.027106348425149918,0.034751806408166885,0.028349950909614563,0.001513915485702455,0.020390110090374947,-0.027407372370362282,-0.0190037339925766,-0.026389433071017265,0.034604910761117935,0.017486393451690674,0.04320383071899414,0.03257687762379646,0.03023904375731945,-0.0788329541683197,-0.05121646076440811,-0.013033491559326649,0.0000074073818723263685,0.03576143458485603,-0.10029099881649017,0.07952892035245895,0.04700719937682152,0.0046955253928899765,0.011073390953242779,-0.10903088748455048,0.0053856451995670795,0.040108975023031235,0.022948088124394417,-0.007125967647880316,-0.03222067281603813,0.0038896084297448397,0.03042156994342804,0.0019681809935718775,0.012509791180491447,0.0019054728327319026,-0.07032223790884018,0.03070303238928318,-0.0018479481805115938,0.0013836680445820093,0.05407115817070007,0.09927918761968613,-0.04005788639187813,0.03439753130078316,0.0507519356906414,0.10581746697425842,0.02572660706937313,-0.09425823390483856,-0.04737038165330887,0.0033193633425980806,-0.038631048053503036,-0.021087361499667168,-0.024783583357930183,0.060225553810596466,0.009163721464574337,-0.051454685628414154,0.042925819754600525,-0.00008468786836601794,0.021712644025683403,0.02534581534564495,0.03975028917193413,0.04665709659457207,-0.03887683153152466,-0.026999931782484055,-0.15064392983913422,-0.062240056693553925,-0.033558327704668045,-0.01992012746632099,-0.0632755234837532,0.015431062318384647,-0.04806941747665405,0.01124038640409708,0.007905478589236736,0.02309437468647957,0.06903912872076035,-0.019915824756026268,-0.05265172943472862,-0.007209553848952055,0.09598420560359955,0.07037364691495895,0.11807875335216522,0.026034832000732422,-0.039462555199861526,0.0020470127929002047,-0.028209203854203224,-0.01870718225836754,0.048693303018808365,0.009203985333442688,-0.021690621972084045,-0.046301573514938354,0.038286853581666946,-0.014891359955072403,-0.026250528171658516,-0.027127118781208992,0.040329791605472565,-0.06730426102876663,0.033960241824388504,-2.1631146651657218e-8,-0.041156597435474396,-0.04696759954094887,0.026361018419265747,0.003361807204782963,0.021232184022665024,-0.04997261241078377,0.06892762333154678,-0.016566723585128784,-0.03611451014876366,0.031008515506982803,0.009160195477306843,-0.001116893021389842,0.010797427035868168,-0.05817895755171776,-0.0018944235052913427,-0.04029694199562073,0.0134007902815938,-0.06342845410108566,-0.006152702961117029,0.020136548206210136,0.020148305222392082,-0.04399095103144646,0.018100693821907043,-0.04117100313305855,-0.11030971258878708,0.0353609137237072,0.09518764168024063,-0.10167915374040604,-0.0041523221880197525,0.02204565517604351,-0.06108945235610008,0.11759994179010391,0.0026632624212652445,-0.03454521670937538,0.0037446198984980583,-0.06931750476360321,-0.0540175624191761,-0.011276369914412498,-0.1193603128194809,-0.03987673670053482,0.008609048090875149,-0.04309321567416191,-0.053396400064229965,0.004194539040327072,0.05206754058599472,0.061406321823596954,0.1066812202334404,0.09453421086072922,-0.06964240223169327,0.015210496261715889,0.035692159086465836,0.002095225267112255,0.07762651145458221,0.10634098947048187,0.015634626150131226,0.02868788316845894,0.06594650447368622,0.036028359085321426,-0.00185948156286031,0.049268938601017,-0.03921394422650337,0.01881348341703415,-0.005844579078257084,-0.01593026891350746
