cluster_id	x	y	num_recent_articles	cluster_category	growth_rating	key_concepts
8040	-43.7637	273.8423	273	3	61.57	51304,15018,45402,51326,141457
60991	-46.6559	269.8708	86	3	70.47	126346,70545,40340,211943,211946
72145	-52.0681	271.7096	105	3	93.72	16550,72300,16549,258545,258540
59344	-212.8867	223.4992	30	3	25.02	40607,144697,120366,271884,129894
54914	-76.1964	279.3056	143	3	30.76	195216,179802,135960,72068,129353
18029	-199.6957	217.9328	180	3	18.5	93248,44467,272446,9377,9405
53355	-199.1227	211.8405	233	3	20.94	116540,14387,173474,14400,144946
11249	-261.2624	337.136	145	3	16.65	212725,69638,193147,253532,44468
71074	-10.4644	286.5673	140	3	51.92	122123,217939,15011,207301,101950
27792	-33.3841	276.7165	371	3	65.63	40644,73107,40730,75429,227056
30453	-42.2558	273.5167	99	3	49.41	200384,194541,116795,274183,126243
22187	-31.2783	273.881	353	3	76.0	42552,207818,101947,42553,75399
34139	-26.7281	270.4149	280	3	62.43	19624,211916,179455,19629,126208
35679	-10.305	285.6806	194	3	28.68	109480,78819,223929,254210,146855
65897	-68.762	267.7686	103	3	54.5	183484,200390,78746,194215,29709
52278	-40.7556	275.0278	225	3	23.69	122785,93095,213003,205241,137252
66336	-25.5337	273.9516	64	3	86.19	250690,85446,101946,101954,146916
54277	-48.8094	261.7009	76	3	32.86	155896,270895,151058,85067,190029
42109	-38.9313	272.9997	112	3	37.4	64831,186483,141008,92042,214236
29748	-48.1716	268.2633	262	3	63.74	115243,100164,207819,126185,40206
37995	-60.3558	276.6199	271	3	45.55	223851,22438,213641,146005,270904
75060	-67.676	274.8242	222	3	58.62	73095,52139,174195,179817,195216
59721	-45.5709	255.677	24	3	87.99	106367,67379,106281,114098,94939
30378	-39.7571	276.139	127	3	37.12	56526,74545,272412,123889,8150
24787	-36.9357	277.3544	306	3	34.81	21910,139027,99709,170468,217483
44303	-113.6289	232.0555	89	3	79.9	253237,253403,37958,253210,115426
37560	-42.9658	275.2397	103	3	35.51	56837,162998,162911,96793,82443
68428	-27.2829	277.5632	57	3	80.73	216289,217444,205860,226669,205855
56013	-30.0664	275.0428	80	3	82.63	14382,126003,145453,126010,120778
73050	-102.4524	253.6235	84	3	58.0	166282,8623,126211,247494,12752
22316	-63.2983	269.5926	373	3	59.61	272406,144728,22010,6519,93221
75578	-134.8809	228.4472	67	3	9.04	64909,141534,126326,200748,214127
46212	-59.7152	272.5782	190	3	27.5	143004,34035,143010,207573,143015
49154	-68.3872	277.3098	87	3	51.45	179813,93544,162935,172140,172139
24749	-143.4426	223.4189	218	3	47.46	8210,40665,117506,94711,8212
8374	-104.7765	229.7377	280	3	56.52	93225,9405,247473,60238,56813
45431	-43.7721	272.2481	110	3	70.47	102641,22028,126211,186300,22012
13350	-56.7175	270.7863	423	3	55.64	81371,4108,126398,40547,112852
21241	-40.2654	273.1281	349	3	53.07	66206,21989,40723,123372,40717
62814	-63.287	270.7768	36	3	50.92	186294,78541,48098,146015,144449
49323	-52.6184	269.8067	17	3	97.06	16346,99681,155894,99682,207805
43482	-199.889	216.5517	108	3	18.82	93322,258685,218190,9413,144713
72354	-69.5944	272.1515	30	3	88.12	81926,74488,100536,81230,83423
52097	-54.2727	273.7561	47	3	95.77	110007,21028,96253,92055,270915
61645	-116.3641	267.0989	82	3	86.85	151797,207577,80095,146791,244201
55663	-18.1945	276.2949	516	3	11.08	12730,144625,144722,224999,140205
79018	-241.0492	-112.3762	48	3	86.36	116982,131611,111290,47594,201100
25414	-127.5847	227.3523	69	3	74.78	56958,195248,125717,259510,11806
77031	-102.6553	291.2415	40	3	70.52	26434,195995,216446,234440,140240
55875	-43.9463	272.6995	61	3	83.97	83840,93555,120180,126262,40206
40955	-113.0304	220.2126	244	3	55.75	101102,126211,112844,247494,61863
22830	-42.2287	275.8279	154	3	53.44	1812,227056,8151,8148,55787
67192	-109.9812	234.932	4	3	97.58	147624,147625
58201	-137.0807	203.3698	262	3	62.72	146794,115390,218403,115446,115378
33705	-63.688	244.2824	103	3	13.15	93353,85410,56529,20513,254258
62774	-65.6725	272.0332	42	3	92.68	96693,193233,78823,136164,33549
36862	-164.5857	178.6919	45	3	69.47	49723,78818,195264,118250,95608
49427	-128.0188	205.8756	118	3	91.38	120661,259937,44841,138121,22472
49164	-73.1938	274.7173	217	3	85.41	2768,144445,249857,186252,186306
32776	-41.6479	272.9536	280	3	9.68	20299,5703,64436,49807,20298
35104	-75.2833	182.0613	37	3	89.33	14285,190610,246375,183972,14286
13401	-51.0262	269.5806	171	3	43.46	56528,96774,126235,40206,83415
11247	-53.7787	267.0835	388	3	53.02	99922,22067,20958,247951,143179
78806	-104.5839	290.5612	54	3	79.29	195212,195209,77528,251343,56951
41131	-187.528	225.5761	250	3	22.03	127790,101940,188684,271535,188755
80449	-72.9271	-57.934	227	5	8.1	6709,2459,186504,40630,195193
46018	-68.7895	-18.242	393	5	29.96	116268,112495,72603,209309,122131
73280	-89.532	30.5922	275	5	13.96	75313,131406,20098,156131,203490
48316	-68.8375	-23.9385	340	5	3.88	179653,13048,86640,145186,122130
85833	98.5839	170.7922	158	5	35.86	9619,84863,6569,76840,104893
75532	196.0744	-353.8816	174	5	39.82	49241,123623,199321,151745,55915
63910	-87.9337	31.9465	238	5	7.83	9320,56578,56599,40238,10764
82560	-85.4142	21.3357	180	5	20.08	66828,115933,115898,21025,153284
50387	-76.1018	-65.6443	431	5	7.54	185768,185767,24897,28882,112843
75482	-28.3077	254.3595	34	5	74.26	11905,11904,172025,227034,16724
75925	21.6448	123.697	47	5	89.67	40605,262081,116256,192979,217646
60660	-86.8592	67.5391	169	5	59.9	265992,165742,224169,55916,259817
75921	295.4307	-294.3421	54	5	22.08	145410,10044,174917,138882,202706
76188	-94.1409	53.8205	135	5	43.48	146535,126427,140648,85684,270909
22664	-89.6442	41.4538	247	5	4.34	69845,115869,7515,115878,69856
40445	-91.0254	36.662	273	5	45.54	6559,115929,6578,153252,14387
85675	5.8622	132.7414	62	5	74.01	66278,272417,112401,163717,123942
53270	-91.2009	58.4338	433	5	35.62	40167,69845,75322,126206,69856
25991	-92.5367	55.6398	344	5	6.12	40167,16520,254281,79982,76529
45259	-82.3892	79.5889	53	5	49.37	55109,5481,162929,137480,22014
84713	-90.4946	15.1441	113	5	34.91	25847,108629,136353,116209,115859
33093	-93.4869	70.3345	424	5	41.51	29455,6592,8135,65861,223918
57936	-90.288	29.3716	380	5	10.4	16334,75395,8135,55802,53990
43131	-88.8914	70.2357	136	5	9.12	70954,218386,116799,71435,71436
67798	-93.8736	61.2328	117	5	7.7	187497,75409,159701,64840,69845
81627	-92.253	160.2045	57	5	17.82	59405,136593,23756,145120,107088
14197	-104.3682	72.1151	444	5	12.61	90864,75315,179851,75385,93192
51185	-87.452	79.9317	216	5	12.64	111945,40679,40680,111946,62799
20744	-93.4302	77.371	194	5	19.95	93159,8223,8208,93793,126436
33983	-98.882	59.6891	260	5	72.7	213901,213904,49254,61650,267654
82361	-139.8813	-156.7054	162	5	46.19	6559,193327,23947,179039,41548
53385	-55.7276	-361.5924	246	5	10.03	215150,151736,16394,175394,179641
23928	-91.9283	47.1134	609	5	28.25	75323,16513,69845,38847,179509
75997	-43.8829	-10.6005	108	5	36.03	51133,51134,223923,123593,93185
81775	-97.9278	52.9853	246	5	23.07	90879,112789,224532,35979,114620
49331	6.4967	110.4162	118	5	63.0	212115,30445,61457,4359,30444
71484	-94.1441	67.2485	110	5	67.51	136179,112656,128979,66298,16336
82144	-95.0591	66.6605	201	5	15.15	16512,201024,29594,255101,16517
39602	-90.5776	64.3914	331	5	13.35	16512,4380,115745,119506,16525
13937	-96.5725	67.6364	526	5	1.99	75406,22011,87232,25275,105681
68462	-87.0244	60.2517	318	5	9.23	69845,64828,69852,75359,144726
72095	-98.5169	67.114	113	5	17.89	65580,62459,83122,38858,272427
53529	-92.0653	50.4533	313	5	5.26	75323,16518,58925,31794,69845
16404	-99.5763	66.4784	267	5	67.97	126003,40257,69857,56536,117986
71960	-77.4897	-58.9136	175	5	8.87	252553,210146,273556,207674,14517
81789	-76.1518	-67.5848	316	5	1.81	30504,4344,169662,30503,35205
42562	-72.0035	-48.2122	1122	5	21.18	165591,7228,7222,6009,25502
51284	-96.4307	-22.0156	285	5	1.46	56899,112764,142946,243095,178395
10189	-73.4356	-46.7268	2048	5	9.25	7219,40474,237755,54644,7221
45332	-246.0044	-116.4135	5	5	90.37	147624,147625
66188	-70.9978	-52.538	176	5	13.56	41153,4375,144806,144807,41154
73940	-92.6566	13.1739	178	5	45.39	19054,55537,39506,238931,47313
81269	11.62	-264.0416	145	5	10.93	200453,154510,410,91848,55932
58001	-79.7521	-15.686	141	5	25.97	30631,144517,66394,62776,134749
70874	-70.0443	-44.6847	273	5	11.06	8595,122400,123587,28013,16383
61293	-109.844	-16.4702	244	5	13.27	167378,71022,145905,40639,56492
37166	-92.7597	49.6182	445	5	1.1	115878,115904,115883,75323,115903
84402	-73.5913	-19.6916	870	5	0.0	120029,61715,116271,116272,247314
68383	-87.5505	26.3787	293	5	28.91	21158,115881,115872,115891,60660
63327	-87.9432	25.8908	284	5	13.14	79985,115916,115905,115919,65172
86571	-87.0281	36.673	184	5	18.88	40746,26621,60175,126375,219369
66534	-86.0313	28.5222	201	5	4.46	120567,60182,144781,71154,9531
27810	-79.0284	0.3227	1017	5	0.19	179508,179645,20916,179529,51130
81723	-74.5528	-40.9571	144	5	19.96	82100,98218,99723,70215,59032
83630	-339.0995	45.8637	166	5	11.64	41517,139353,54657,181605,72451
35555	-91.2798	38.4958	579	5	5.96	6579,11454,64122,11455,73327
32421	-85.9988	13.5647	931	5	5.02	208173,42775,28617,163062,215345
80485	-94.9504	61.6872	128	5	12.32	179644,83689,69797,40186,89271
61870	-73.1409	-14.0453	380	5	1.74	40290,198465,214309,6934,207079
83592	-69.8289	-41.9658	272	5	0.29	143767,70203,70204,70105,167383
77395	-75.7802	-7.4394	165	5	28.41	139464,139782,78164,238463,46369
79724	-71.8433	-14.9162	268	5	5.86	51128,40290,158675,140274,218371
59544	-69.737	-41.1334	187	5	65.8	82559,119059,41330,142127,272025
61312	-98.1529	71.2775	139	5	41.54	119115,83121,24863,24241,273658
29453	-25.6913	174.8875	58	5	89.77	219263,114303,113201,221489,231350
86742	-71.7934	-45.0124	227	5	34.51	42627,16192,120208,105686,101507
81564	83.1704	-140.0955	153	5	25.61	70582,70581,83679,70580,100331
39416	-77.679	-3.4792	1077	5	0.08	13229,128086,75561,51374,55080
79844	-58.2682	-298.9486	119	5	14.15	72603,121647,84129,133275,65099
48315	-89.537	-6.3572	465	5	8.88	70885,215351,16719,106567,183847
64542	-68.5015	-61.3237	224	5	0.99	61503,7969,143431,22552,74886
84745	127.8107	-469.3305	100	5	46.01	129319,129336,229988,234821,64291
82990	235.3943	-266.7212	64	5	97.33	79009,9205,144623,115104,159081
65650	4.9056	-281.8324	131	5	60.73	196630,172537,78911,12892,184885
81502	-76.1651	-40.6854	135	5	25.72	93555,120178,66334,66422,107077
70824	196.2608	-14.5396	197	5	28.3	145905,72949,165327,56533,116252
57303	3.321	121.2024	148	5	12.25	78254,95265,142239,192996,259296
64506	-89.7415	1.3563	433	5	1.34	96799,19410,135489,179495,40290
76291	-92.0386	-12.509	225	5	1.05	40569,218385,70889,31191,40566
86031	-77.9323	-8.6629	162	5	20.77	100747,4754,61647,121262,135594
67976	-91.4428	1.6705	463	5	8.35	40259,70147,70218,70114,64858
66280	-73.0402	9.9697	414	5	3.03	21598,70509,75374,75379,83723
27080	-223.4686	446.6934	83	9	16.24	95458,125555,165858,95460,88932
79282	-253.3007	249.581	20	9	96.09	128910,43269,63087,235389,200004
48803	-216.8612	449.2525	38	9	86.13	116108,207204,245697,154142,12170
52174	-218.3066	440.4611	128	9	77.33	40477,71640,141800,125555,256081
44948	-237.0559	452.6056	22	9	90.76	254945,263448,250066,263460,101911
57658	-232.2744	451.7006	32	9	76.38	256318,38482,132425,214235,221575
46645	-206.6168	453.1649	117	9	18.52	125547,253664,212725,240625,22679
52345	-209.2842	443.9192	51	9	82.5	253694,259005,27011,73041,167368
13805	-261.5301	341.5416	64	9	60.03	181712,69646,46090,27202,9423
15853	-196.9574	454.6998	15	9	89.64	102108,45084,67045,212725,38376
29405	-207.9263	450.6208	15	9	53.31	2791,80306,125477,82464,212666
48789	-263.0012	346.2948	27	9	87.7	111476,123436,111487,111489,134850
57969	-186.9357	452.4212	23	9	98.75	79938,55032,79937,251854,121081
15854	-265.6243	346.1491	53	9	91.73	181268,69642,183558,183559,264320
75158	-192.2583	243.1619	49	9	86.86	259715,74451,176021,74483,221348
57497	-230.6824	454.1289	13	9	74.82	23873,103271,232080,103278,50501
44694	135.6597	345.8367	20	9	34.45	27886,116172,93029,2760,89982
27680	428.5496	152.575	23	9	91.98	12458,69066,121857,12455,105252
50894	394.7744	213.1911	22	9	86.86	34734,46169,76610,51899,22753
83458	-108.7767	458.7567	29	9	81.26	198001,98852,182619,167050,214529
26527	-288.3845	421.4122	50	9	94.3	112130,55804,247726,171071,191776
48971	-62.4098	332.9734	179	9	76.3	177104,171437,216892,187700,208375
60773	-242.7279	443.9952	12	9	92.5	239100,233052,211419,262087,182086
37238	-115.3865	460.2079	148	9	95.93	75045,17723,73684,61036,73679
84432	-244.8791	-135.9226	29	9	80.7	53024,63232,37707,18603,64387
25902	-446.5468	193.5893	140	9	57.17	73002,189598,125732,271932,163679
65474	-236.6531	453.6708	324	9	6.04	139176,173403,259474,55525,128522
22284	-227.3911	452.29	214	9	1.52	53340,159971,85647,216253,224130
36744	-196.6064	454.8414	114	9	60.22	125571,212725,263603,54648,126626
58840	-232.4206	452.6699	79	9	42.44	206102,271282,159974,255581,256821
44641	-230.7614	449.694	137	9	2.64	214235,75057,242185,111086,212105
43843	-214.9629	240.054	161	9	57.85	274215,116110,266786,114840,266740
36619	-238.1935	453.5356	6	9	95.36	176601,7261,3034,30593,264112
61139	-447.6594	187.738	170	9	56.47	116110,92940,27838,183545,271932
81563	-305.3499	242.9151	42	9	97.34	192536,262537,271739,183551,92109
25961	-229.9699	453.535	23	9	86.86	42063,159627,171257,72212,206110
84431	-239.1575	443.9896	60	9	50.3	75658,92532,86674,101322,50857
70212	-241.9037	328.7206	190	9	77.64	178215,38621,179258,158862,156251
77132	-120.5036	455.9283	72	9	26.29	271663,241452,19105,112335,250970
67130	-253.7641	251.3917	39	9	96.57	190438,52580,200167,93782,190409
75638	-307.8552	400.7739	15	9	73.38	25464,109385,166690,226195,181592
1718	-328.1333	398.3796	824	9	3.61	178224,246922,178231,192245,25283
12073	-327.1951	400.9124	54	9	69.25	29357,257775,200507,187301,141720
37917	-329.5768	394.911	142	9	4.85	257775,157768,260288,178801,257768
13538	-324.6257	394.8966	725	9	0.19	62170,218551,41361,246809,157781
85834	-316.3992	394.4861	39	9	66.78	109794,239936,28071,13491,83109
54307	-256.9316	287.069	129	9	14.13	235184,231251,231254,59054,74418
38097	-305.3158	408.1903	53	9	36.12	89608,113172,72671,44082,109996
50951	-431.224	153.4853	69	9	92.26	71493,243902,163521,89969,216793
38353	-296.9505	310.9133	161	9	19.32	59075,143508,156133,179314,143509
85957	-444.3496	146.9552	47	9	37.78	165429,74404,226211,254008,205447
27925	-329.4585	395.9087	147	9	69.3	157768,123659,239871,239879,14323
25776	-302.1724	419.9014	738	9	2.78	128007,86493,41361,158817,181537
51143	-306.9794	418.8479	221	9	15.81	89798,89796,226583,89799,60929
56778	-319.7527	400.133	241	9	37.77	56426,128771,257100,3582,154146
11192	-303.8296	415.2667	89	9	7.7	128005,192233,56197,238394,86543
10572	-326.8237	394.4147	263	9	9.6	239819,239871,271876,239880,229048
83994	-241.9339	276.7946	11	9	99.13	109907,59068,239806,103070,195234
65936	-254.7127	275.4332	132	9	53.74	188630,206919,168388,183551,266766
61023	-236.9573	447.0551	17	9	92.22	115739,177568,165859,230935,234260
5296	-320.3485	405.3111	81	9	32.18	119976,128006,180430,164388,239870
56844	-326.2762	397.9276	96	9	10.22	41594,257774,181844,188317,256082
38501	-496.5423	21.5263	23	9	72.9	216262,173196,58991,152177,212953
75656	-418.4076	143.4323	64	9	85.82	97939,98348,226534,176034,98780
30903	-464.4128	117.9822	170	9	64.0	240139,239936,183577,119930,224818
45124	-297.7493	417.9523	44	9	37.2	75046,206900,173403,228721,128005
14912	-300.9685	417.93	47	9	50.23	259257,192240,91338,118587,110175
29821	-318.7807	389.6	41	9	43.88	162899,41588,145945,54235,157058
65774	-324.4973	393.9019	42	9	21.97	91378,127481,105688,64846,65340
17872	-483.0746	65.4886	55	9	21.7	44173,254905,197623,262634,109873
56410	-321.3375	387.1281	57	9	87.0	254767,212687,45048,94562,147977
6662	-145.3233	435.2973	13	9	93.75	160526,41363,239894,59078,71135
80268	-286.7313	421.9106	46	9	10.98	33602,33599,82644,257775,105581
12253	-308.0457	413.2011	86	9	2.17	259251,192244,243341,36356,192234
59742	-319.955	396.2966	175	9	7.05	256238,62476,274286,173397,13491
27503	-322.6649	398.7768	41	9	27.77	133096,127627,257773,259243,138441
35803	-431.6961	147.5318	36	9	37.78	40497,187287,193153,115192,34416
46925	-444.94	107.8825	171	9	28.13	223407,52592,54205,44056,52593
71414	-387.7018	194.1431	26	9	92.5	83909,36315,106028,124736,243958
20327	-330.5164	400.85	41	9	99.1	246922,112999,239871,30801,251266
18284	-317.4278	400.4676	192	9	10.81	239871,231735,242980,231729,36462
65939	-446.6966	178.6891	23	9	86.86	54364,125736,269238,267962,232156
47682	-330.8702	395.8941	33	9	28.27	239867,258356,263685,187299,109915
77391	-308.2646	370.1157	18	9	97.01	96177,92107,69331,185852,198696
48011	-236.0032	300.3865	25	9	37.78	147624,147625
15435	-320.1521	399.6885	66	9	39.09	246809,173397,15855,171086,35636
44372	-310.9147	398.4105	46	9	63.66	36827,239936,109926,78475,171269
31996	-309.8582	408.45	30	9	65.85	255378,214210,22595,42087,192243
15395	-323.3568	397.786	500	9	0.86	99696,60942,60939,128009,99697
33656	-328.681	401.3757	17	9	89.31	131367,127452,30800,246920,257776
76360	-324.8784	402.1378	69	9	9.92	41587,67972,109865,192567,107285
6504	-305.4785	400.7472	93	9	0.7	3140,6789,180690,171296,239978
73147	-323.8173	401.7565	62	9	74.01	257775,109794,14473,173397,239879
84960	-306.3863	234.1149	66	9	74.07	66878,57433,214489,195690,255553
74802	-314.6725	402.6395	29	9	56.61	93788,185339,192242,603,46298
47987	196.4974	371.6283	53	9	34.68	83101,119930,215050,184717,214962
68148	-150.6348	417.4659	45	9	49.06	251122,53952,182933,143597,192593
45837	-324.9903	397.4116	43	9	17.0	246809,185185,185187,119475,167733
34169	-321.9346	394.269	81	9	18.62	246809,187237,171093,192529,72004
22134	-324.0615	399.0282	194	9	10.77	180430,239879,109931,187302,157768
62325	-327.103	401.6601	160	9	43.6	239871,171095,246809,123659,239864
6127	-325.0907	398.9243	829	9	2.68	162393,162394,168986,11106,168975
71133	-304.4844	396.6915	122	9	19.09	240009,223367,166707,158818,182933
49178	-320.376	400.5997	148	9	9.47	255562,239871,255563,82648,7820
54142	-294.2003	421.3247	76	9	77.23	100473,103217,53886,168897,228364
77028	-305.857	398.4639	61	9	95.34	240009,128869,152552,267997,226532
82377	-448.2179	186.726	116	9	59.14	224215,74410,240040,176034,224675
70029	-223.4231	367.7451	7	9	97.58	147624,147625
48193	-465.795	90.6563	125	9	8.44	70030,55236,216328,107713,265405
73938	-323.7563	394.7718	43	9	86.07	192529,114489,114490,78491,53336
40269	-313.6762	394.7429	90	9	20.08	239936,15359,240018,204731,47542
48388	-444.773	124.4319	33	9	67.79	96150,223147,45048,201965,102919
74336	-323.1137	397.3377	34	9	78.12	29967,123662,202774,2127,17537
74908	-318.9002	395.7045	60	9	53.69	242422,85025,190674,113025,217997
36423	-307.4883	412.3214	178	9	73.54	239871,128009,86501,60943,192230
8144	-327.2924	395.5061	138	9	0.21	11296,11293,11295,11292,192245
9265	-326.1399	400.1509	143	9	0.41	168996,192245,220142,168987,259252
85186	-146.8271	422.9713	50	9	86.41	109952,263670,53963,239784,102340
71465	-326.0584	403.1452	134	9	11.12	239733,22930,187299,38309,263204
2391	-323.8674	399.9008	505	9	5.09	187299,157768,198567,212725,231264
47566	-476.2002	96.1871	34	9	71.76	158859,144405,115155,231270,71119
17892	-238.9341	313.6468	77	9	77.51	134985,60030,169311,60350,92690
12298	-306.3146	420.0972	88	9	75.2	238538,240508,246817,208365,10905
57551	-229.6563	330.0962	119	9	63.81	168395,188833,270434,233288,51941
58212	-238.8481	447.6395	110	9	1.78	600,603,36205,2770,601
84664	-440.7892	163.0754	53	9	62.16	115179,270434,255278,264203,270436
35760	-138.7284	468.1866	102	9	43.56	53524,122371,93674,169872,243933
27279	-318.9574	400.486	239	9	15.48	206961,246809,187304,72619,246918
73873	-306.6904	407.2945	33	9	92.68	81147,21603,91965,109838,113499
82010	-264.3982	326.2427	46	9	37.78	128863,151686,144084,176181,248468
22972	-240.0923	451.0716	355	9	5.59	171083,171066,191631,36205,270869
8617	-447.1891	185.7992	2580	9	80.93	223458,226119,253875,230942,183546
1294	-232.8615	300.1811	1047	9	70.46	196791,226659,188833,257726,93893
32907	-252.1557	276.5355	59	9	7.0	115120,231264,45078,231276,224278
33342	-305.2051	416.1642	119	9	73.92	136084,256505,180430,256504,196899
58342	-298.3553	363.4497	35	9	11.31	212725,16594,74788,163658,263647
20375	-71.9611	328.089	41	9	11.65	176366,156771,204226,158506,64133
8661	-309.0687	413.3927	219	9	31.47	74708,208365,193985,109362,193984
28111	-304.5821	419.7216	113	9	52.52	100514,232339,169296,208607,240055
45459	-247.1483	281.2421	120	9	81.96	250219,250185,250218,255280,250225
71933	-320.4921	395.7612	37	9	68.45	33599,182528,43232,93738,255143
23696	-305.7728	416.6361	75	9	39.2	192246,60930,52681,192245,128005
26239	-209.3039	231.7938	36	9	96.29	116110,93760,251265,271061,93411
15405	-310.4019	411.7278	107	9	1.51	209731,156140,59076,228868,109348
55637	-323.1239	396.7605	149	9	48.57	157768,119971,147812,157782,176069
72664	250.8464	313.458	7	9	99.28	214553,35811,50171,174618,181857
51310	-251.696	441.2203	19	9	87.72	7406,107064,112680,193885,31635
29467	-470.7388	141.6825	130	9	1.46	195238,51673,91337,109794,239736
59230	-464.0084	155.3762	46	9	48.38	248652,223457,119930,272011,60349
34757	-232.9367	324.3795	214	9	8.27	174195,253863,183551,180713,174143
77114	-148.5106	422.026	47	9	29.84	72330,109824,256031,72334,43941
56300	-285.3488	425.9396	121	9	47.33	173403,85970,217657,173417,256257
21566	-209.4422	230.757	168	9	51.95	233565,271077,235221,143157,271076
3937	-239.8274	449.5608	577	9	3.12	173403,248416,173416,214615,82984
33276	-321.0113	391.3118	47	9	1.51	206608,240894,240020,181719,53966
27365	-240.7009	285.0268	158	9	39.0	202588,271842,41614,203596,245693
4115	-233.526	452.9453	596	9	1.24	256825,116909,256827,179744,82025
44139	-312.566	404.5197	16	9	98.23	226496,81822,236808,145704,245998
80602	-330.2885	302.5714	122	9	74.79	203805,60349,271961,205445,224306
18888	-234.8653	294.1475	428	9	81.37	234502,223597,112207,269805,256045
74345	-448.7611	189.7495	93	9	3.65	223456,223356,92919,223447,38548
3292	-228.7125	454.0401	507	9	6.69	53348,193886,62475,220119,214234
4022	-303.8674	421.7112	502	9	3.72	265695,100513,193982,132589,140057
71232	-304.6813	419.2715	28	9	99.44	173818,182927,74575,159257,200951
56856	-323.8533	400.7598	95	9	13.15	239871,171090,240033,194820,246809
9485	-332.1325	398.1854	116	9	1.47	267023,184406,267019,187299,138442
16851	-452.1508	164.9327	62	9	91.62	218711,30062,156142,155067,242977
53656	-269.1907	321.9394	136	9	49.52	211186,254714,252295,198679,138162
12477	-305.8321	418.7493	192	9	5.47	230933,243346,3336,109356,98452
72573	-341.5674	302.8906	6	9	60.03	101677,130641,41837,34943,259502
51751	-223.9507	452.9265	15	9	98.36	62942,67849,237183,13305,11734
27278	-315.2647	397.99	14	9	86.55	22764,41223,67621,71529,133737
74807	-102.7761	295.5389	36	9	95.04	179237,266659,177364,130873,180713
52490	-324.6392	400.1229	145	9	21.63	271272,246809,202828,143690,28615
29310	-330.0946	393.4688	98	9	51.71	194834,157768,271932,271843,246802
42113	-305.1645	418.3885	111	9	14.12	181538,73674,228868,86177,128005
49194	-235.6327	449.865	283	9	20.41	240078,14318,146255,259194,146213
3508	-328.0942	397.5968	86	9	56.3	225711,257766,257775,10927,159315
70483	-235.6119	331.1888	34	9	93.9	135075,29069,159815,165149,154224
33295	138.4933	433.7286	55	9	56.76	81173,145210,178293,42633,127366
7855	-232.7341	452.6776	300	9	32.87	155838,155760,155761,128525,191612
7840	-304.1199	416.0191	189	9	1.14	41642,180720,180722,246920,132734
57999	-460.0383	159.5849	40	9	43.62	145087,223458,95525,183551,212661
14934	-311.1636	412.5273	114	9	3.97	1790,1786,109372,162901,208381
42638	-304.3925	418.0817	135	9	53.97	173834,50709,215930,173832,223692
15321	-299.6322	419.1003	384	9	0.25	208365,208367,57498,57497,246922
49202	-275.0626	299.0581	42	9	88.7	87262,87234,20885,223435,223533
4016	-303.7838	418.3798	594	9	0.35	60933,60929,128009,75045,60947
82347	-322.0227	296.1539	32	9	91.72	152071,65884,94300,64262,203217
19109	-326.7788	398.0362	184	9	1.85	157768,157781,245702,157827,119971
76010	-207.0855	454.2563	20	9	94.99	1485,249978,226231,202968,18632
8265	-329.8001	391.6286	127	9	2.94	157786,119971,41588,72340,72322
22918	-300.8421	412.9822	29	9	80.0	78033,65749,56025,115821,24296
53640	-106.461	344.9381	88	9	77.64	158874,56774,10894,180760,158881
79522	-236.4242	317.5381	111	9	14.33	74613,205445,191139,269142,106760
38968	-468.8429	138.1322	253	9	3.28	195238,15421,204060,48504,214776
48058	-238.5003	452.2151	79	9	9.46	62475,242149,255581,78076,87775
44185	-476.1787	94.0093	114	9	24.21	240005,240941,239739,15419,240889
14134	-115.6755	449.9187	65	9	70.2	6891,222642,6923,265617,85686
61907	-208.5622	322.1801	26	9	71.27	27718,10507,169549,24982,160535
38472	-238.8507	446.5951	80	9	54.36	171068,206628,18149,18152,18156
14945	-234.2764	300.746	405	9	67.11	216897,188833,196791,93893,228364
19976	-327.7036	403.1257	72	9	42.75	111873,187195,53893,105940,70021
71842	-331.1032	394.35	68	9	67.0	180430,194819,157768,128011,96661
8216	-312.3742	408.033	79	9	6.26	192229,208362,60945,192237,192244
48934	-244.1814	267.6936	111	9	42.64	271080,271082,271053,45089,176825
35057	132.0736	434.4859	181	9	61.94	76925,212925,224278,216865,55514
34406	228.3444	297.3138	16	9	88.12	60847,187319,189574,85491,239854
76404	-452.2961	171.8179	39	9	75.98	78887,102336,135682,239083,227874
69582	-234.4134	309.2254	24	9	97.58	153366,92985,15068,86906,6480
45731	-241.4709	318.8385	45	9	95.21	180842,211064,29976,83102,119379
21904	-327.1566	392.8441	594	9	51.68	273581,137328,182525,21108,255290
37649	-463.5367	162.8688	58	9	8.97	148638,180419,111829,21804,72830
47878	-232.0084	328.82	106	9	5.46	98356,247685,158862,183551,169251
31506	-233.4662	296.3102	39	9	45.73	158883,188739,219631,158912,187722
63103	-241.9175	331.5466	24	9	92.71	56774,12165,15501,24635,56795
19583	-303.2651	420.5136	518	9	3.37	60937,60929,128005,163659,185053
17974	-482.3578	126.5954	305	9	62.86	223458,172676,60246,184308,254413
59494	-292.735	351.8636	36	9	46.81	2681,59055,33059,148704,181223
38245	-319.2857	401.3432	59	9	77.33	253882,206958,239817,239871,206956
43526	-304.831	417.1351	46	9	90.96	182934,109348,257774,242954,78300
5376	-311.5606	411.9271	263	9	1.5	208365,194389,208367,145209,208381
